Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3,Der_JY01M004_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M005_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M006_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M001_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M002_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M003_(MoGene-2_0-st).Dermis.rma-gene-full-Signal
Dynll1,dynein light chain LC8-type 1,2.708273523,2.92364877,2.724088039,3.359677572,4.054527685,2.801872431,7.730106,6.560822,7.174684,7.246478,6.586026,7.214821
Dync2li1,dynein cytoplasmic 2 light intermediate chain 1,0.903915863,1.384971037,0.783526013,0.674541135,0.623218764,0.680424626,5.929839,6.177148,5.920997,6.015038,6.108625,6.106187
Dync2h1,dynein cytoplasmic 2 heavy chain 1,-2.2996418,-2.476888381,-2.036588051,-3.225358728,-3.151072613,-2.245573773,7.080339,7.293191,7.037071,7.434772,7.198552,7.383062
Dync1li2,"dynein, cytoplasmic 1 light intermediate chain 2",1.10882152,1.225311484,0.5958584,1.14933095,1.103447473,1.116139772,9.474422,9.601691,9.611642,9.431696,9.504585,9.452745
Dync1li1,dynein cytoplasmic 1 light intermediate chain 1,0.662745235,-0.102157913,0.707019875,1.354926964,1.371249546,1.764069284,11.24094,11.45681,11.38388,11.38318,11.64367,11.49436
Dync1i2,dynein cytoplasmic 1 intermediate chain 2,-0.926606419,-1.07905709,-0.891637304,-1.164134393,-1.552939456,-1.340933041,10.62811,10.17114,10.22087,10.28364,10.12094,10.10449
Dync1i1,dynein cytoplasmic 1 intermediate chain 1,-3.763063891,-3.909804538,-3.522846696,-4.599402203,-5.005208202,-4.660068551,5.303281,4.66408,4.810741,4.322162,4.376156,4.633331
Dync1h1,dynein cytoplasmic 1 heavy chain 1,-0.240424297,-0.33734608,-0.274962732,-0.117040811,0.054102602,-0.067176093,11.54289,11.14204,11.21595,11.33827,11.33694,11.34142
Dym,dymeclin,-2.663295423,-2.434650468,-2.388889633,-2.647940271,-2.28106264,-1.929428616,10.80634,9.79248,10.26326,10.0125,9.567052,9.599372
Dydc2,DPY30 domain containing 2,-2.428337082,-2.187531597,-2.282834185,-2.275327047,-2.658518096,-2.673352981,5.249016,5.241834,5.37515,5.35876,5.403205,5.265687
Dydc1,DPY30 domain containing 1,-4.08787611,-4.166331999,-4.13380986,-5.046166842,-4.633783429,-5.294572419,5.299444,5.557279,5.693498,5.486236,5.286554,5.29013
Dvl3,"dishevelled 3, dsh homolog (Drosophila)",-1.76417969,-1.430776385,-1.830251105,-0.875766118,-1.816804016,-1.154022543,10.75103,10.79743,10.78741,10.80054,10.42753,10.70928
Dvl2,"dishevelled 2, dsh homolog (Drosophila)",2.022360852,2.35311776,1.742414922,2.813637595,3.213183471,3.848457212,9.219534,8.506102,8.913544,8.730709,8.395365,8.60264
Dvl1,"dishevelled, dsh homolog 1 (Drosophila)",-1.022553497,-0.683186908,-1.113552602,-1.340029342,-1.113163037,-0.940946008,9.932144,10.23789,10.03487,10.13369,9.846896,10.13275
Dux,double homeobox,-1.005521079,-0.915975079,-0.482798541,-0.473586738,-1.098968283,-0.548947782,3.937863,3.834456,3.887955,3.715875,4.180461,3.558337
Dut,deoxyuridine triphosphatase,-0.347775119,-0.555950739,-0.522776885,-0.402463958,0.951771288,-0.397848005,8.509093,8.240961,8.47567,8.371009,8.071646,8.114382
Dusp9,dual specificity phosphatase 9,1.620150227,0.712779916,2.376233679,3.643632032,1.764583779,0.672170395,8.586718,10.06501,9.478591,9.791754,9.428838,9.524401
Dusp8,dual specificity phosphatase 8,1.516528884,1.211015699,1.418710337,1.897007686,2.588573745,2.366317735,8.005503,7.28281,7.812294,7.671216,7.510961,7.788661
Dusp7,dual specificity phosphatase 7,0.303993243,0.330021006,0.539382054,0.37366183,0.381467267,1.168650499,11.09566,11.45221,11.2652,11.2441,10.91104,11.14784
Dusp6,dual specificity phosphatase 6,-1.491471044,-2.39584665,-1.827247294,-1.328198936,-1.525514549,-1.579623657,11.76023,11.78559,11.97783,11.56418,10.89518,11.41815
Dusp5,dual specificity phosphatase 5,1.169178294,1.235951287,1.310968117,1.570556414,1.667083203,1.612738402,10.43944,11.58807,11.22296,11.51179,11.79393,11.47855
Dusp4,dual specificity phosphatase 4,0.608163657,0.185496078,-0.64565909,0.875578899,0.850007308,0.572817681,8.803695,8.757091,8.663356,9.166361,9.146585,9.630065
Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related),-1.338788728,-1.73892772,-1.945422658,-0.822628637,-0.958196515,-1.292614009,9.57803,9.289712,9.427464,10.10093,9.966247,9.997787
Dusp28,dual specificity phosphatase 28,-0.715210033,-0.904721934,-0.375913858,-0.774611487,-0.1641776,-1.300997505,7.177683,7.283865,7.207363,7.05602,7.269802,6.964101
Dusp27,dual specificity phosphatase 27 (putative),0.897455773,1.067006014,0.552427172,0.656410358,0.531953422,0.699488164,6.471671,6.718641,6.562884,6.484777,6.811506,6.472008
Dusp26,dual specificity phosphatase 26 (putative),-1.486771355,-1.606215331,-1.253052616,-2.180976113,-1.61738806,-2.462139399,5.779278,5.895296,5.875376,5.643734,5.898787,5.790585
Dusp23,dual specificity phosphatase 23,-0.639049374,-0.138906811,-1.088270026,2.334233031,1.978122049,1.218459667,7.912571,7.28685,7.759872,7.628923,6.691822,7.156112
Dusp22,dual specificity phosphatase 22,0.749291197,0.754773144,0.076751966,0.993302511,1.097052783,0.842292505,8.379669,7.478334,7.947643,7.616334,6.948993,7.167262
Dusp21,dual specificity phosphatase 21,-1.532826203,-1.126724824,-1.438028224,-1.564709268,-1.522877334,-1.241725472,4.574283,4.578035,4.862361,4.828929,4.52315,4.674013
Dusp2,dual specificity phosphatase 2,1.01861904,0.790055779,1.238016647,1.493988254,1.465546363,1.106718779,7.49998,8.316484,8.0442,8.299225,8.475888,8.432968
Dusp19,dual specificity phosphatase 19,0.512489593,1.328136154,0.32715262,-0.316478262,0.124306058,-0.406124297,7.691849,7.166642,7.598149,7.298609,7.052152,6.998587
Dusp18,dual specificity phosphatase 18,0.3732154,1.010798104,-0.138709807,0.831112891,0.594837579,0.180454785,9.267817,9.325593,9.239309,8.842476,9.676353,9.448286
Dusp16,dual specificity phosphatase 16,1.830260588,2.069163226,1.84698229,2.378733565,2.298689445,2.619411421,10.29932,10.54012,10.40386,10.49707,10.77481,10.50342
Dusp15,dual specificity phosphatase-like 15,-3.555143687,-3.960645722,-3.556039818,-4.502342132,-5.27558537,-4.879594606,6.27127,6.049286,5.880667,5.218066,5.676297,5.449809
Dusp14,dual specificity phosphatase 14,0.613201279,0.15968849,-0.136145128,1.449326386,1.480819917,1.194557334,8.097811,8.170265,8.185445,9.826448,9.243645,9.221909
Dusp13,dual specificity phosphatase 13,-4.022498813,-4.040861229,-3.366481198,-4.832134102,-5.192855737,-4.678902301,6.135171,6.253825,6.371374,6.102459,6.512739,6.228985
Dusp12,dual specificity phosphatase 12,2.217984649,1.840545228,2.778047969,2.842736876,2.808450898,2.780836016,8.233559,8.748452,8.367826,8.745394,8.522953,8.549543
Dusp11,dual specificity phosphatase 11 (RNA/RNP complex 1-interacting),0.572970358,1.363989191,1.155183866,1.332711164,0.749087516,1.146381712,10.90044,10.77559,10.73005,10.83156,10.80419,10.79962
Dusp10,dual specificity phosphatase 10,1.918249573,2.076463149,1.952423054,2.871973577,2.435287062,2.838152167,9.419676,10.77493,10.96522,10.49516,11.10348,10.88702
Dusp1,dual specificity phosphatase 1,1.001890423,1.015558959,1.076874237,0.697107964,1.762111754,1.366363635,13.11691,12.94875,12.93114,13.17245,12.93669,13.07124
Dus4l,dihydrouridine synthase 4-like (S. cerevisiae),1.861751148,2.252914054,2.201213398,2.280438408,2.481148929,1.674411357,6.83716,8.261863,7.635505,7.664888,8.055563,7.594908
Dus3l,dihydrouridine synthase 3-like (S. cerevisiae),-0.401463096,-0.322067389,-0.752993897,0.139932983,0.367681829,0.477128396,9.326105,8.911141,9.104803,9.090202,8.788311,9.033067
Dus1l,dihydrouridine synthase 1-like (S. cerevisiae),-1.407300811,-1.826481282,-1.453002391,-1.667355157,-2.000046444,-1.614560881,8.515466,8.600909,8.636965,8.577144,8.451766,8.695876
Dupd1,dual specificity phosphatase and pro isomerase domain containing 1,-0.866861795,-0.035808874,-0.039638986,-0.579920958,-1.122251778,-0.267051343,5.945201,5.994195,5.557976,5.759068,6.075026,5.811546
Duoxa2,dual oxidase maturation factor 2,1.485665133,2.489406886,3.240928045,3.337395339,4.066048839,1.557343298,5.829503,6.09781,5.69416,5.885286,6.037735,6.184015
Duoxa1,dual oxidase maturation factor 1,3.278566933,4.955560316,3.255306767,4.542414962,6.177651296,4.897190828,6.733772,6.914465,6.766506,6.549229,6.683033,7.169436
Duox2,dual oxidase 2,0.79329522,1.16566675,2.573451184,0.635625569,-0.219630217,-0.13892695,5.659449,5.874979,5.44715,5.236833,5.775838,5.38942
Duox1,dual oxidase 1,2.132485595,1.002263139,1.786929999,2.036892532,2.044479237,0.67389498,6.270801,7.654767,6.711895,7.158889,6.893205,7.274398
Dtymk,deoxythymidylate kinase,-1.108115668,0.306388124,0.156809329,1.298223767,1.237192666,1.181325068,9.282139,9.765046,9.338903,9.489401,9.344219,9.177877
Dtx4,deltex 4 homolog (Drosophila),0.392757291,0.608401383,0.454262343,0.580605828,0.88682218,0.732014663,9.208747,9.599895,9.385452,10.00763,10.29647,10.14417
Dtx3l,deltex 3-like (Drosophila),1.341787814,1.658307115,1.220088173,1.855601944,1.536206854,1.211528164,9.030592,8.957791,8.920774,9.268183,9.293557,8.987842
Dtx3,deltex 3 homolog (Drosophila),-0.113391904,-0.327200221,-0.36972036,-0.3522664,-0.181213497,0.175938723,8.517051,7.636959,8.059654,8.020567,7.816491,7.963555
Dtx2,deltex 2 homolog (Drosophila),-0.240530175,-0.534904928,-0.854291004,0.217470169,-0.201832668,-0.431543912,9.725443,9.592284,9.633197,9.778395,9.63143,9.701612
Dtx1,deltex 1 homolog (Drosophila),-2.339168978,-1.947911943,-2.047161501,-2.443552382,-3.055480312,-2.473903397,7.39344,7.321989,7.389345,7.265605,7.334836,7.431262
Dtwd2,DTW domain containing 2,-0.138429645,-0.431846901,2.82625619,-0.464036705,1.157650109,2.347058059,7.747107,7.822323,7.614405,8.27711,7.5191,7.837941
Dtwd1,DTW domain containing 1,2.38746564,2.427543924,2.624069005,2.700589355,3.098794756,3.143595458,8.992128,8.77738,8.713344,8.62351,8.47592,8.286683
Dtnbp1,dystrobrevin binding protein 1,0.109468374,0.471111191,0.639630515,0.157717392,1.446036505,0.417223471,10.78251,10.08302,10.29818,10.50802,10.64508,10.48644
Dtnb,"dystrobrevin, beta",-0.882160175,-0.965378654,-1.12973471,-0.34252635,-1.110917575,-1.309162764,9.989322,10.15066,9.960323,9.31406,9.272208,9.463991
Dtna,dystrobrevin alpha,0.055281129,-0.081101194,0.0455427,-0.098631147,0.093967279,0.04202842,4.702687,5.067911,4.975288,4.776546,4.656082,4.71633
Dtl,denticleless homolog (Drosophila),-1.494990035,-1.317000156,-1.446903718,-1.496484246,-1.370970738,-1.630239416,7.28069,5.785299,6.626868,6.732772,5.76748,6.386646
Dtd1,D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae),-0.797900056,-0.578318274,-0.489394741,-1.730346853,-1.750421586,-1.914770358,7.806837,7.823285,7.620837,7.639972,7.568627,7.426643
Dstyk,dual serine/threonine and tyrosine protein kinase,2.787082792,2.791778976,2.774815844,3.619393169,3.496317168,3.171262685,8.885028,8.949093,8.836131,8.990439,8.587748,8.745117
Dstn,destrin,0.903005753,0.992015941,0.864953862,1.029069074,1.47401559,1.545939736,11.99635,11.9642,12.09651,11.95238,12.03847,11.92121
Dst,dystonin,-1.826369236,-2.152490896,-2.384630524,-1.854873825,-1.792650927,-2.289383311,10.45398,9.968428,10.11953,10.46915,10.03421,10.28675
Dspp,dentin sialophosphoprotein,-0.244802984,0.452479543,0.069897142,0.285602163,0.506994377,0.099327261,6.072027,6.154444,6.172889,6.005104,6.518941,6.096807
Dsp,desmoplakin,-1.642174486,-2.131955541,-1.984400183,-1.433851025,-1.570290347,-1.280249946,5.887281,6.307999,6.361047,6.046955,7.236933,5.936618
Dsn1,"DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)",-1.458014429,-0.900303841,-1.12511,-1.667727413,-1.919931836,-1.847568662,7.217305,6.607018,7.02849,6.775471,6.587304,6.669987
Dsg4,desmoglein 4,3.093240947,3.722242314,3.03744267,2.392959483,4.016716503,3.795364272,5.35048,5.299612,5.383457,5.433118,5.699017,5.004045
Dsg3,desmoglein 3,-0.223640125,0.867339374,-0.03073616,0.869126441,0.575723211,0.341054649,5.137516,5.207848,5.311681,5.363699,6.620366,5.330929
Dsg2,desmoglein 2,-1.041145767,-1.707012761,-0.804492195,-0.824287479,0.32026994,-1.19201045,4.945117,4.96468,4.798441,5.004924,5.102962,4.601573
Dsg1c,desmoglein 1 gamma,-1.791530341,-1.394142338,-1.536643071,-1.654307159,-2.016284333,-1.524770976,4.093141,4.063142,3.911066,3.955214,3.730715,4.000718
Dsg1b,desmoglein 1 beta,-1.56284663,-1.657313758,-2.372561703,-1.495594891,-0.97134769,-1.749132433,3.980553,3.683557,4.108708,4.056425,4.049621,4.109439
Dsg1a,desmoglein 1 alpha,0.965282858,-0.124966678,-0.181882751,0.74097501,0.402485558,-0.113314922,5.780016,6.419217,5.556357,5.061555,5.765639,5.729779
Dsel,dermatan sulfate epimerase-like,1.658270782,1.948556272,1.825500441,2.007335943,2.535345231,2.358166859,9.795288,9.123824,9.360045,9.446156,8.640263,9.211588
Dse,dermatan sulfate epimerase,2.852118555,3.239219992,2.934642499,3.075875085,4.155518331,4.193169111,10.68223,9.574049,10.24883,9.396466,8.727347,9.263713
Dscr3,Down syndrome critical region gene 3,0.9123905,0.738724943,-0.201244461,1.195428811,1.093178837,0.800252972,9.833173,9.696815,9.819055,9.549733,9.702232,9.533176
Dscc1,defective in sister chromatid cohesion 1 homolog (S. cerevisiae),-1.749030658,-1.509332534,-0.67698322,-1.342922135,-1.910248722,-1.631152841,4.882897,4.63444,4.793236,4.921597,4.840312,4.93861
Dscaml1,Down syndrome cell adhesion molecule like 1,-1.631064278,-1.465322664,-1.405788072,-1.495128342,-1.67906287,-1.735681422,6.048932,6.237982,6.053355,6.212653,6.412886,6.029107
Dscam,Down syndrome cell adhesion molecule,-0.982735253,-0.646949204,-0.826950716,-0.041380962,0.298886662,0.2570793,5.881252,5.935514,5.966988,5.966417,6.35201,5.962065
Dsc3,desmocollin 3,3.478946862,3.170045024,3.052535035,2.341179514,3.525902039,4.828036454,5.63711,5.759859,5.66432,5.940382,7.406396,5.925051
Dsc2,desmocollin 2,1.320643987,-0.044099697,0.317532643,0.122275763,1.310320977,1.754939376,4.891458,4.786124,4.569246,4.612518,4.969605,4.886359
Dsc1,desmocollin 1,0.252480708,0.57896168,0.211752062,0.277743348,0.663441075,-0.976288693,4.783324,5.131494,5.012037,4.954242,5.046853,4.945581
Drp2,dystrophin related protein 2,-0.381747694,-0.222147267,0.525051151,0.715013708,1.044092583,0.831735647,9.382238,8.539925,9.051846,7.099802,7.299177,7.582365
Drosha,"drosha, ribonuclease type III",0.453356004,0.706867226,0.584996009,0.676483946,0.611352968,-0.127880376,9.249465,9.306057,9.29051,9.417691,9.230187,9.239701
Drg2,developmentally regulated GTP binding protein 2,0.975735854,0.940478317,0.69846243,0.691166076,0.578262313,0.900839099,11.37929,11.48073,11.4761,11.27743,11.34898,11.32577
Drg1,developmentally regulated GTP binding protein 1,-0.304258476,-0.241031527,-0.155104013,-1.189024211,-0.688193018,-0.437377544,11.26372,11.30285,11.18449,11.16933,11.00413,10.98051
Drd5,dopamine receptor D5,-0.732121173,-0.997036635,-0.630182787,-0.61989606,-1.457878858,-1.15138489,6.597857,6.901313,6.73764,6.894821,7.026862,6.959032
Drd4,dopamine receptor D4,-0.786513337,-1.289305942,-1.348389063,-0.922674153,-1.290922362,-1.255820025,6.196523,6.485198,6.41162,6.237261,6.739547,6.442323
Drd3,dopamine receptor D3,-2.009177507,-0.436865017,0.041318423,-2.210112406,1.684468374,-0.848539499,6.387741,6.420687,6.403198,6.382068,6.439209,6.317669
Drd2,dopamine receptor D2,-2.114275852,-2.355730964,-1.288412261,-2.206374703,-1.889293013,-1.601120722,6.116524,5.939618,6.074895,6.133921,5.952251,5.864697
Drd1a,dopamine receptor D1A,1.878370172,0.287479911,1.199995321,2.637181713,2.669549132,3.460551897,4.891856,5.377801,5.102559,5.395021,5.546626,5.208098
Drap1,Dr1 associated protein 1 (negative cofactor 2 alpha),-0.994346981,-1.421232875,-1.171518248,-1.386734826,-1.18220092,-1.015473195,9.940779,10.10006,9.977737,9.897436,10.05046,9.934411
Dram2,DNA-damage regulated autophagy modulator 2,0.673152723,0.837392013,0.826491789,0.637640326,0.672266122,0.904066023,9.655882,9.483094,9.562391,9.15711,9.295817,9.006262
Dram1,DNA-damage regulated autophagy modulator 1,1.756473965,1.995204016,1.787821586,1.998012358,2.614309035,2.511808467,10.53379,10.70981,10.46643,10.5636,10.76166,10.42467
Dr1,down-regulator of transcription 1,-0.953291025,-0.903531325,-0.769350365,-1.494170858,-1.357628825,-1.869124336,10.46058,10.63312,10.58805,10.6871,10.73159,10.65986
Dqx1,DEAQ RNA-dependent ATPase,-1.663656901,-1.623288068,-1.64116121,-2.137737726,-1.520536954,-2.673939839,6.048171,6.800053,6.380211,6.596426,6.608222,6.904655
Dpysl5,dihydropyrimidinase-like 5,-0.375959109,-0.744919348,-0.782475484,-0.817103989,-0.147421591,-0.378541517,6.543127,6.512531,6.485031,6.55667,6.631108,6.634363
Dpysl4,dihydropyrimidinase-like 4,-2.023866461,-2.096269531,-1.880361845,-2.023771733,-1.290104408,-2.177834567,6.801357,6.99464,7.009506,7.19773,7.273708,7.218247
Dpysl3,dihydropyrimidinase-like 3,-0.859090026,-1.085047793,-0.779837511,-0.514815654,-0.464474784,-0.735174144,10.99158,11.32824,11.31688,10.93935,11.19931,11.1728
Dpysl2,dihydropyrimidinase-like 2,-1.197350111,-1.25129771,-1.118038463,-1.174485852,-1.270132122,-1.289268122,11.84961,9.814713,11.13074,10.47322,9.523268,10.43567
Dpys,dihydropyrimidinase,-1.265672762,-0.492930099,-0.608112813,-0.148016661,-1.019111306,-0.464609034,5.272921,5.360344,5.287425,4.988342,5.186901,4.78722
Dpyd,dihydropyrimidine dehydrogenase,1.562516234,2.074725866,1.572304233,1.93032062,2.252129037,1.246375292,5.849094,6.097569,6.081697,6.027205,6.144727,6.361876
Dpy30,dpy-30 homolog (C. elegans),0.287407183,0.204724411,0.253891019,0.147895122,0.780391914,0.48571583,8.177462,8.119753,8.14093,8.137939,7.791985,7.745303
Dpy19l4,dpy-19-like 4 (C. elegans),1.151590212,0.579279214,-1.209093094,-0.142606145,0.30111917,-0.028918029,8.592638,8.379189,8.235154,8.159732,7.325409,7.787547
Dpy19l3,dpy-19-like 3 (C. elegans),0.354950993,-0.190812219,0.512795088,0.591630033,1.240435965,0.76797059,8.795408,8.240757,8.494027,8.599136,7.610543,8.12369
Dpy19l2,dpy-19-like 2 (C. elegans),-3.617777482,-4.002340758,-3.760336542,-4.553381309,-4.757258674,-5.063849661,4.658315,4.74548,4.607234,4.716611,4.551267,4.738868
Dpy19l1,dpy-19-like 1 (C. elegans),0.485356117,0.460429277,0.144243235,0.98788578,1.028101546,0.554464395,10.25473,10.15123,10.11969,9.979525,9.608005,9.752233
Dpt,dermatopontin,2.409472038,2.7722917,2.573944517,2.988871988,3.819391296,3.660093828,12.98614,13.04678,13.15488,13.08495,13.14516,13.15844
Dppa5a,developmental pluripotency associated 5A,-0.330242211,-0.603523356,-1.009375314,-0.361195871,1.956401511,-0.990756293,5.054369,5.179032,5.201935,5.196407,4.856559,5.68019
Dppa4,developmental pluripotency associated 4,2.371880157,2.74034447,-0.488710735,0.096861612,1.271797228,3.730850455,6.527072,6.669109,6.611763,6.556954,6.722589,6.535096
Dppa3,developmental pluripotency-associated 3,2.315723297,1.856748865,2.35192038,1.90158923,1.239401258,0.953636646,5.283795,5.802282,5.666718,5.237943,5.812407,5.490126
Dppa2,developmental pluripotency associated 2,-0.202024589,0.055643609,-0.019563333,-0.168280742,-0.178793929,-0.158653623,5.581304,5.560598,5.830919,5.39794,5.820324,5.765055
Dppa1,developmental pluripotency associated 1,-0.348634302,0.1266081,0.157869019,0.208750819,0.109037355,0.296875768,4.040728,4.037039,3.928793,3.76194,3.838839,3.692983
Dpp9,dipeptidylpeptidase 9,-1.102784683,-0.998784686,-1.379863382,-0.611270833,-0.444222771,-1.087377852,10.11577,10.11197,10.05756,9.889779,9.646166,9.857939
Dpp8,dipeptidylpeptidase 8,0.349226879,0.21043962,0.655024439,-0.065157238,0.434756956,0.588741098,10.75648,10.84196,10.70802,10.81039,10.76881,10.82076
Dpp7,dipeptidylpeptidase 7,0.806815859,0.59834282,0.799519704,0.287853536,0.327117292,0.624711931,9.352183,8.768835,9.075928,9.210244,9.038524,9.22482
Dpp6,dipeptidylpeptidase 6,-1.261338702,-0.800016946,0.13198814,-0.657652148,-1.081283397,-0.770180879,5.720346,5.778906,5.970073,5.822829,5.848628,5.858198
Dpp4,dipeptidylpeptidase 4,1.826880643,1.601393841,1.768882077,2.136022085,1.834445623,1.629755753,5.37745,6.702322,6.417171,6.998013,8.011903,8.088058
Dpp3,dipeptidylpeptidase 3,-2.84222542,-1.593281824,-2.553617843,-1.370777738,-1.152527512,-1.227841997,10.29459,10.30195,10.31356,10.20853,10.01465,9.934109
Dpp10,dipeptidylpeptidase 10,-0.691084084,-0.516868644,-0.177993908,-0.67105567,-0.157332673,-0.242348552,4.339496,4.640976,4.571808,4.553933,4.705401,4.559809
Dpm3,dolichyl-phosphate mannosyltransferase polypeptide 3,0.478970785,0.470610643,-1.295925321,0.950343874,0.875581898,1.178560673,6.824565,6.659603,6.740119,6.62752,6.499062,6.557087
Dpm2,dolichol-phosphate (beta-D) mannosyltransferase 2,0.541828268,0.398861482,0.491557443,0.262837131,0.413147952,0.473008669,9.144983,9.10857,9.166231,9.0437,9.033412,9.09595
Dpm1,dolichol-phosphate (beta-D) mannosyltransferase 1,0.526858711,0.745485385,0.257773778,0.63260739,0.643343798,0.814381281,9.678755,9.339308,9.290322,9.680347,9.795976,9.677292
Dph5,DPH5 homolog (S. cerevisiae),3.916296181,3.751498105,3.191552971,2.503781217,1.299958052,-0.104854054,7.088891,7.959248,7.417492,7.690582,7.85323,7.875627
Dph3b-ps,"DPH3B, KTI11 homolog B (S. cerevisiae), pseudogene",0.849872717,0.954835536,1.261803712,1.378685948,1.643023506,1.033036902,4.721139,5.330688,4.784413,4.533097,5.187894,4.721766
Dph3,"DPH3 homolog (KTI11, S. cerevisiae)",1.07729818,0.704946042,0.510241771,1.164224654,1.078684628,0.702341521,8.546324,8.584805,8.479793,8.521628,8.315866,8.355827
Dph2,DPH2 homolog (S. cerevisiae),1.228904626,1.561625171,1.482956153,1.209836222,1.223756615,1.245368108,9.127283,10.12888,9.971587,9.871546,10.145,9.982844
Dpf3,"D4, zinc and double PHD fingers, family 3",-2.578785373,-2.496196368,-2.296971299,-2.647249299,-3.080624166,-2.008661136,5.57828,5.931172,5.77837,6.124389,6.073968,5.585858
Dpf2,"D4, zinc and double PHD fingers family 2",0.221627189,0.452537654,0.22082878,0.116364953,0.134700816,0.420210889,10.36868,10.3814,10.42159,10.47993,10.17161,10.32728
Dpf1,"D4, zinc and double PHD fingers family 1",-1.889457025,-1.852635625,-1.802772667,-0.446003619,-2.133609758,-1.846154324,7.557827,7.378261,7.252654,7.394516,7.284287,7.309277
Dpep3,dipeptidase 3,-3.115261832,-2.682102326,-2.008079376,-3.028514848,-2.804321326,-2.343705118,5.860868,5.832143,6.01864,5.7854,6.157497,5.852039
Dpep2,dipeptidase 2,1.05384254,0.975203979,0.008883691,0.379716192,2.085856271,0.275296656,6.425995,6.527043,6.750102,6.382514,6.71134,6.60447
Dpep1,dipeptidase 1 (renal),1.616532425,1.73619106,1.657965004,1.750440789,1.508802976,1.708246545,11.56064,11.7244,11.58028,12.37011,12.63302,12.38999
Dpcr1,diffuse panbronchiolitis critical region 1 (human),0.286202964,0.251370611,0.776595963,0.079103466,0.389337437,0.177620044,5.928833,6.019549,5.938491,5.904092,5.829517,5.857301
Dpcd,deleted in primary ciliary dyskinesia,-0.410077836,-0.566676342,-0.496211846,-0.568095043,-0.462218965,-0.188115255,7.11119,6.846545,6.989688,6.931121,6.644553,6.754468
Dpagt1,dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),0.800396463,0.983408342,1.048139509,1.533218148,1.695116448,1.803886954,10.41996,10.34562,10.43376,10.28308,9.847559,10.04398
Doxl2,diamine oxidase-like protein 2,-0.220508266,-0.510874429,-0.542613666,-0.531415186,0.000911071,0.042153924,5.510839,5.643766,5.575631,5.358816,5.76918,5.252323
Dot1l,"DOT1-like, histone H3 methyltransferase (S. cerevisiae)",-0.565608275,-0.825231047,-0.431783775,-1.426060469,-1.452009163,-1.256170231,10.2988,10.73609,10.69799,10.63905,10.7912,10.9606
Dos,downstream of Stk11,-2.566305862,-2.173844783,-2.378813736,-2.231436157,-1.623188431,-1.204031055,7.383179,7.267682,7.303796,7.204496,7.283537,7.05501
Dopey2,dopey family member 2,2.473220554,2.699735181,1.995825557,3.043681009,-0.067935983,-0.275570476,8.231767,8.178502,8.339938,7.850975,8.512186,8.14419
Dopey1,dopey family member 1,0.675140333,-0.141446676,-1.546414332,0.581490369,0.573596333,0.747981428,9.226054,9.279119,9.002094,9.347774,9.102382,9.052653
Donson,downstream neighbor of SON,-0.806188721,-0.28124216,-0.491337265,0.866260559,0.88781536,-0.427470154,7.389424,7.175518,7.046209,7.583206,7.610137,7.454904
Dolpp1,dolichyl pyrophosphate phosphatase 1,-1.069431641,-0.458339961,-0.503791521,-0.642047935,-0.861966481,-1.11576358,9.105607,8.47781,8.745799,8.468559,8.00214,8.190658
Dolk,dolichol kinase,0.590540685,0.167928727,0.004532494,1.045341389,0.44758279,0.660323639,9.072073,9.209843,9.248053,9.05842,8.993425,8.969738
Dok7,docking protein 7,-0.438850855,-0.166853156,-0.288474694,-0.33514704,-0.750917434,-0.804456006,6.552497,6.806179,6.591956,7.254486,7.16916,7.133251
Dok6,docking protein 6,0.253285443,-0.038848411,0.373179264,-0.096570544,-0.168594349,-0.359782359,8.327341,7.876728,7.977743,6.433151,6.549469,6.235291
Dok5,docking protein 5,3.689815835,4.428061744,0.466524148,4.721990826,4.634100843,3.842571573,10.95057,11.31581,10.94997,10.57608,11.17736,10.53232
Dok4,docking protein 4,0.270233358,0.153666821,-0.214863974,0.979074808,0.806927622,0.661701119,8.635559,7.454193,7.923712,7.69759,7.04203,7.400701
Dok3,docking protein 3,0.83688267,0.92972642,-0.21778067,1.028642991,-0.565232271,1.109595818,6.782687,6.718718,6.709517,6.528392,7.097063,6.843044
Dok2,docking protein 2,-0.851997933,-1.018739425,-0.993278905,-1.003387773,-1.307964372,-1.034194639,5.843831,6.289461,6.144531,6.260058,6.388291,6.125622
Dok1,docking protein 1,0.444981129,0.394370355,0.071430357,0.376523076,0.735926788,-0.490737135,8.382209,8.505804,8.678971,8.492611,8.225986,8.385275
