!Sample_title,Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3
A_52_P161052,4921511H03Rik,RIKEN cDNA 4921511H03 gene,0,0,0,0,0,0
A_51_P143682,Zfp318,zinc finger protein 318,0,0,0,0,0,0
A_51_P194230,Zic1,zinc finger protein of the cerebellum 1,0,0,0,0,0,0
A_55_P2173837,Mpp6,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",0,0,0,0,0,0
A_55_P2116391,Tesk2,testis-specific kinase 2,0,0,0,0,0,0
A_55_P2141084,Odz4,odd Oz/ten-m homolog 4 (Drosophila),0,0,0,0,0,0
A_55_P2137372,Rfpl3s,RIKEN cDNA 4930563M21 gene,0,0,0,0,0,0
A_55_P2146862,Map2k5,mitogen-activated protein kinase kinase 5,0,0,0,0,0,0
A_51_P477364,Rhob,"ras homolog gene family, member B",0,0,0,0,0,0
A_55_P1969396,Tmem97,transmembrane protein 97,0,0,0,0,0,0
A_55_P2039586,Adrbk2,"adrenergic receptor kinase, beta 2",0,0,0,0,0,0
A_51_P149621,Stt3b,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)",0,0,0,0,0,0
A_55_P2185100,Cage1,cancer antigen 1,0,0,0,0,0,0
A_55_P2041240,Nav2,neuron navigator 2,0,0,0,0,0,0
A_55_P2141013,Siglech,sialic acid binding Ig-like lectin H,0,0,0,0,0,0
A_55_P2160291,Olfm1,olfactomedin 1,0,0,0,0,0,0
A_66_P115053,Anp32b,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B",0,0,0,0,0,0
A_52_P37757,Eps8l1,EPS8-like 1,0,0,0,0,0,0
A_55_P2004861,Rgs8,regulator of G-protein signaling 8,0,0,0,0,0,0
A_51_P153170,Cyb5r3,cytochrome b5 reductase 3,0,0,0,0,0,0
A_55_P2035812,Rnf208,ring finger protein 208,0,0,0,0,0,0
A_51_P359549,Fem1c,fem-1 homolog c (C.elegans),0,0,0,0,0,0
A_55_P2107232,Tssk6,testis-specific serine kinase 6,0,0,0,0,0,0
A_55_P2110743,Mettl7a2,methyltransferase like 7A2,0,0,0,0,0,0
A_55_P2076196,Mup17,major urinary protein 17,0,0,0,0,0,0
A_51_P279247,4930403N07Rik,RIKEN cDNA 4930403N07 gene,0,0,0,0,0,0
A_51_P276235,Pnpla7,patatin-like phospholipase domain containing 7,0,0,0,0,0,0
A_55_P2017845,Ehbp1,EH domain binding protein 1,0,0,0,0,0,0
A_55_P2172956,Cnih2,cornichon homolog 2 (Drosophila),0,0,0,0,0,0
A_55_P2091060,Svil,supervillin,0,0,0,0,0,0
A_51_P488092,Pde6d,"phosphodiesterase 6D, cGMP-specific, rod, delta",0,0,0,0,0,0
A_55_P2206269,9130403I23Rik,RIKEN cDNA 9130403I23 gene,0,0,0,0,0,0
A_55_P2045158,Mlxipl,MLX interacting protein-like,0,0,0,0,0,0
A_55_P2208260,D230019N24Rik,RIKEN cDNA D230019N24 gene,0,0,0,0,0,0
A_55_P1976282,Prkcc,"protein kinase C, gamma",0,0,0,0,0,0
A_66_P129976,Apba1,"amyloid beta (A4) precursor protein binding, family A, member 1",0,0,0,0,0,0
A_52_P271166,Dazl,deleted in azoospermia-like,0,0,0,0,0,0
A_55_P1990225,Fnta,"farnesyltransferase, CAAX box, alpha",0,0,0,0,0,0
A_55_P2034260,Ctdsp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",0,0,0,0,0,0
A_51_P390967,Slc43a3,"solute carrier family 43, member 3",0,0,0,0,0,0
A_55_P2135556,Rpgrip1,retinitis pigmentosa GTPase regulator interacting protein 1,0,0,0,0,0,0
A_55_P2017804,Cox5b,"cytochrome c oxidase, subunit Vb",0,0,0,0,0,0
A_55_P1964093,Rangrf,RAN guanine nucleotide release factor,0,0,0,0,0,0
A_51_P160787,Art5,ADP-ribosyltransferase 5,0,0,0,0,0,0
A_55_P2034027,Nos3,"nitric oxide synthase 3, endothelial cell",0,0,0,0,0,0
A_55_P2057994,Mif4gd,MIF4G domain containing,0,0,0,0,0,0
A_51_P337253,4933406M09Rik,RIKEN cDNA 4933406M09 gene,0,0,0,0,0,0
A_51_P169327,Etd,embryonic testis differentiation,0,0,0,0,0,0
A_52_P198019,Fuz,fuzzy homolog (Drosophila),0,0,0,0,0,0
A_55_P2065385,Camsap1,calmodulin regulated spectrin-associated protein 1,0,0,0,0,0,0
A_51_P374101,Pard6b,par-6 (partitioning defective 6) homolog beta (C. elegans),0,0,0,0,0,0
A_55_P2037962,Trpm6,"transient receptor potential cation channel, subfamily M, member 6",0,0,0,0,0,0
A_55_P2111508,Ttyh1,tweety homolog 1 (Drosophila),0,0,0,0,0,0
A_55_P2096777,Tprn,taperin,0,0,0,0,0,0
A_55_P2033767,Esrp1,epithelial splicing regulatory protein 1,0,0,0,0,0,0
A_51_P385773,Eif2ak1,eukaryotic translation initiation factor 2 alpha kinase 1,0,0,0,0,0,0
A_51_P242967,Piwil2,piwi-like homolog 2 (Drosophila),0,0,0,0,0,0
A_51_P282557,C3ar1,complement component 3a receptor 1,0,0,0,0,0,0
A_55_P1967539,Hunk,hormonally upregulated Neu-associated kinase,0,0,0,0,0,0
A_52_P557240,Ugt3a2,"UDP glycosyltransferases 3 family, polypeptide A2",0,0,0,0,0,0
A_55_P2035087,Arhgef15,Rho guanine nucleotide exchange factor (GEF) 15,0,0,0,0,0,0
A_55_P2058245,4930412E21Rik,RIKEN cDNA 4930412E21 gene,0,0,0,0,0,0
A_52_P957031,Heatr7b1,HEAT repeat containing 7B1,0,0,0,0,0,0
A_55_P2101441,Gpbar1,G protein-coupled bile acid receptor 1,0,0,0,0,0,0
A_51_P492047,Fam3b,"family with sequence similarity 3, member B",0,0,0,0,0,0
A_55_P1973783,Tex9,testis expressed gene 9,0,0,0,0,0,0
A_55_P2150598,9630041A04Rik,RIKEN cDNA 9630041A04 gene,0,0,0,0,0,0
A_52_P209514,Cacnb2,"calcium channel, voltage-dependent, beta 2 subunit",0,0,0,0,0,0
A_55_P2185905,Nrg4,neuregulin 4,0,0,0,0,0,0
A_55_P2006296,Krt13,keratin 13,0,0,0,0,0,0
A_51_P440092,Fam187b,"family with sequence similarity 187, member B",0,0,0,0,0,0
A_52_P252737,Rangap1,RAN GTPase activating protein 1,0,0,0,0,0,0
A_51_P199168,Cidea,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector A",0,0,0,0,0,0
A_55_P2089362,Wfdc13,WAP four-disulfide core domain 13,0,0,0,0,0,0
A_55_P2029235,Btn1a1,"butyrophilin, subfamily 1, member A1",0,0,0,0,0,0
A_55_P2079713,Gramd1c,GRAM domain containing 1C,0,0,0,0,0,0
A_55_P2003438,Nr6a1,"nuclear receptor subfamily 6, group A, member 1",0,0,0,0,0,0
A_55_P2109257,Nipal3,NIPA-like domain containing 3,0,0,0,0,0,0
A_52_P323914,Grk4,G protein-coupled receptor kinase 4,0,0,0,0,0,0
A_55_P2085142,Spp1,secreted phosphoprotein 1,0,0,0,0,0,0
A_52_P677956,Pex11c,peroxisomal biogenesis factor 11 gamma,0,0,0,0,0,0
A_55_P2090330,Kcnmb4,"potassium large conductance calcium-activated channel, subfamily M, beta member 4",0,0,0,0,0,0
A_66_P124925,Pdcd5,programmed cell death 5,0,0,0,0,0,0
A_51_P277071,4921539E11Rik,RIKEN cDNA 4921539E11 gene,0,0,0,0,0,0
A_55_P2141093,Eya2,eyes absent 2 homolog (Drosophila),0,0,0,0,0,0
A_55_P2063686,Pdxp,"pyridoxal (pyridoxine, vitamin B6) phosphatase",0,0,0,0,0,0
A_55_P2020348,Zbtb7b,zinc finger and BTB domain containing 7B,0,0,0,0,0,0
A_51_P338476,Mtnr1b,melatonin receptor 1B,0,0,0,0,1.250428653,0
A_51_P369200,Tpx2,"TPX2, microtubule-associated protein homolog (Xenopus laevis)",0,0,0,0,0,0
A_55_P2126567,1700025E21Rik,RIKEN cDNA 1700025E21 gene,0,0,0,0,0,0
A_55_P2074982,Lyar,Ly1 antibody reactive clone,0,0,0,0,0,0
A_52_P292632,Wdr20b,WD repeat domain 20b,0,0,0,0,0,0
A_55_P2034645,4930525F21Rik,RIKEN cDNA 4930525F21 gene,0,0,0,0,0,0
A_55_P2098423,Izumo1,izumo sperm-egg fusion 1,0,0,0,0,0,0
A_52_P574158,4933425H06Rik,RIKEN cDNA 4933425H06 gene,0,0,0,0,0,0
A_55_P2102060,Gstm3,"glutathione S-transferase, mu 3",0,0,0,0,0,0
A_55_P2051991,Brsk1,BR serine/threonine kinase 1,0,0,0,0,0,0
A_55_P1985351,Slc35f2,"solute carrier family 35, member F2",0,0,0,0,0,0
A_55_P2035286,Uhrf1,"ubiquitin-like, containing PHD and RING finger domains, 1",0,0,0,0,0,0
A_51_P379341,Neurod2,neurogenic differentiation 2,0,0,0,0,0,0
A_51_P187352,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",0,0,0,0,0,0
A_55_P2120060,Dab1,disabled homolog 1 (Drosophila),0,0,0,0,2.086259321,0
A_52_P196743,Zfp169,zinc finger protein 169,0,0,0,0,0,0
A_66_P137569,1700060L04Rik,RIKEN cDNA 1700060L04 gene,0,0,0,0,0,0
A_66_P130241,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",0,0,0,0,0,0
A_55_P2091402,Kpna2,karyopherin (importin) alpha 2,0,0,0,0,0,0
A_55_P2457360,Wdfy3,WD repeat and FYVE domain containing 3,0,0,0,0,0,0
A_55_P2024555,Ppap2a,phosphatidic acid phosphatase type 2A,0,0,0,0,0,0
A_51_P401069,1600016N20Rik,RIKEN cDNA 1600016N20 gene,0,0,0,0,0,0
A_55_P2101541,Vmn2r7,"vomeronasal 2, receptor 7",0,0,0,0,0,0
A_52_P1180358,Cacna1e,"calcium channel, voltage-dependent, R type, alpha 1E subunit",0,0,0,0,0,0
A_55_P2008277,Tcp10c,t-complex protein 10c,0,0,0,0,0,0
A_55_P2033215,Cabp5,calcium binding protein 5,0,0,0,0,0,0
A_55_P2235059,6230415J03Rik,RIKEN cDNA 6230415J03 gene,0,0,0,0,0,0
A_55_P1977533,Eno3,"enolase 3, beta muscle",0,0,0,0,0,0
A_51_P329003,Slc25a31,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31",0,0,0,0,0,0
A_66_P115671,Tmem72,transmembrane protein 72,0,0,0,0,0,0
A_55_P1983488,Lsr,lipolysis stimulated lipoprotein receptor,0,0,0,0,0,0
A_66_P129236,Raver1,"ribonucleoprotein, PTB-binding 1",0,0,0,0,0,0
A_55_P2413458,Tfcp2l1,transcription factor CP2-like 1,0,0,0,0,0,0
A_55_P2056729,Igfbp2,insulin-like growth factor binding protein 2,0,0,0,0,0.447220776,0
A_55_P2187220,Gm4884,predicted gene 4884,0,0,0,0,0,0
A_55_P2180546,Spats1,"spermatogenesis associated, serine-rich 1",0,0,0,0,0,0
A_55_P2076787,Synpo,synaptopodin,0,0,0,0,0,0
A_55_P2096375,Dydc2,DPY30 domain containing 2,0,0,0,0,0,0
A_52_P373694,Jph4,junctophilin 4,0,0,0,0,0,0
A_55_P2170094,Lrrc27,leucine rich repeat containing 27,0,0,0,0,0,0
A_55_P2049811,Lmo3,LIM domain only 3,0,0,0,0,0,0
A_52_P219661,Exoc6,exocyst complex component 6,0,0,0,0,0,0
A_51_P111952,Nudt19,nudix (nucleoside diphosphate linked moiety X)-type motif 19,0,0,0,0,0,0
A_55_P2094044,Gm15800,predicted gene 15800,0,0,0,0,0,0
A_55_P2108933,Dao,D-amino acid oxidase,0,0,0,0,0,0
A_55_P1974892,Zfp238,zinc finger protein 238,0,0,0,0,0,0
A_51_P290387,Sval1,seminal vesicle antigen-like 1,0,0,0,0,0,0
A_55_P2034740,Exosc2,exosome component 2,0,0,0,0,0,0
A_55_P2017998,Abcg4,"ATP-binding cassette, sub-family G (WHITE), member 4",0,0,0,0,0,0
A_51_P160439,Crybg3,beta-gamma crystallin domain containing 3,0,0,0,0,0,0
A_55_P1983529,Tmed6,transmembrane emp24 protein transport domain containing 6,0,0,0,0,0,0
A_55_P1998048,LOC100039574,spermiogenesis specific transcript on the Y 2-like,0,0,0,0,0,0
A_51_P391926,Ubxn6,UBX domain protein 6,0,0,0,0,0,0
A_51_P284067,4930557A04Rik,RIKEN cDNA 4930557A04 gene,0,0,0,0,0,0
A_55_P1975947,8430419L09Rik,RIKEN cDNA 8430419L09 gene,0,0,0,0,0,0
A_55_P2061368,Bpi,bactericidal permeablility increasing protein,0,0,0,0,0,0
A_55_P1990874,Banp,BTG3 associated nuclear protein,0,0,0,0,0,0
A_55_P2000219,Ubap2,ubiquitin-associated protein 2,0,0,0,0,0,0
A_55_P2162503,Tbx20,T-box 20,0,0,0,0,0,0
A_55_P2043833,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,0,0,0,0,0,0
A_55_P1985259,C2cd3,C2 calcium-dependent domain containing 3,0,0,0,0,0,0
A_55_P2134172,Whrn,whirlin,0,0,0,0,0,0
A_51_P215438,Prodh,proline dehydrogenase,0,0,0,0,0,0
A_55_P2172934,F10,coagulation factor X,0,0,0,0,0,0
A_55_P2047718,Ceacam20,carcinoembryonic antigen-related cell adhesion molecule 20,0,0,0,0,0,0
A_51_P490678,Trim68,tripartite motif-containing 68,0,0,0,0,0,0
A_51_P406334,Dnlz,DNL-type zinc finger,0,0,0,0,0,0
A_55_P1989023,1700017N19Rik,RIKEN cDNA 1700017N19 gene,0,0,0,0,0,0
A_55_P2170256,Ptgr2,prostaglandin reductase 2,0,0,0,0,0,0
A_55_P2119683,9530057J20Rik,RIKEN cDNA 9530057J20 gene,0,0,0,0,0,0
A_52_P292481,Lce1h,late cornified envelope 1H,0,0,0,0,0,0
A_51_P140797,Dcaf6,DDB1 and CUL4 associated factor 6,0,0,0,0,0,0
A_51_P218682,4930588N13Rik,RIKEN cDNA 4930588N13 gene,0,0,0,0,0,0
A_51_P312550,Nup188,nucleoporin 188,0,0,0,0,0,0
A_66_P104624,4930509E16Rik,RIKEN cDNA 4930509E16 gene,0,0,0,0,0,0
A_55_P2026420,Pou6f1,"POU domain, class 6, transcription factor 1",0,0,0,0,0,0
A_52_P518233,Ndrg3,N-myc downstream regulated gene 3,0,0,0,0,0,0
A_55_P2047638,Cubn,cubilin (intrinsic factor-cobalamin receptor),0,0,0,0,0,0
A_55_P1960396,Lrrc43,leucine rich repeat containing 43,0,0,0,0,0,0
A_55_P2140941,Tinagl1,tubulointerstitial nephritis antigen-like 1,0,0,0,0,0,0
A_55_P2415472,4931408D14Rik,RIKEN cDNA 4931408D14 gene,0,0,0,0,0,0
A_55_P2030568,2010002M12Rik,RIKEN cDNA 2010002M12 gene,0,0,0,0,0,0
A_55_P2076560,Nr5a1,"nuclear receptor subfamily 5, group A, member 1",0,0,0,0,0,0
A_52_P249424,Vegfa,vascular endothelial growth factor A,0,0,0,0,0,0
A_51_P378934,Ccdc159,coiled-coil domain containing 159,0,0,0,0,0,0
A_51_P316951,Wipf3,"WAS/WASL interacting protein family, member 3",0,0,0,0,0,0
A_55_P1971360,Ciz1,CDKN1A interacting zinc finger protein 1,0,0,0,0,0,0
A_55_P2046241,Arl6ip6,ADP-ribosylation factor-like 6 interacting protein 6,0,0,0,0,0,0
A_55_P2337074,Mid1,midline 1,0,0,0,0,0,0
A_52_P654965,Eif3j,"eukaryotic translation initiation factor 3, subunit J",0,0,0,0,0,0
A_55_P2096224,Tsga10ip,testis specific 10 interacting protein,0,0,0,0,0,0
A_51_P139030,Slc38a3,"solute carrier family 38, member 3",0,0,0,0,0,0
A_52_P78333,Lrrc29,leucine rich repeat containing 29,0,0,0,0,0,0
A_55_P1977628,Pappa,pregnancy-associated plasma protein A,0,0,0,0,0,0
A_55_P1969615,Pnck,pregnancy upregulated non-ubiquitously expressed CaM kinase,0,0,0,0,0,0
A_55_P1961255,Ppp1cc,"protein phosphatase 1, catalytic subunit, gamma isoform",0,0,0,0,0,0
A_55_P1959061,Oas1b,2'-5' oligoadenylate synthetase 1B,0,0,0,0,0,0
A_55_P1990179,Dlgap3,"discs, large (Drosophila) homolog-associated protein 3",0,0,0,0,0,0
A_55_P1992680,Ubtf,"upstream binding transcription factor, RNA polymerase I",0,0,0,0,0,0
A_66_P116263,Gas2l2,growth arrest-specific 2 like 2,0,0,0,0,0,0
A_55_P2182705,Kpna2,karyopherin (importin) alpha 2,0,0,0,0,0,0
A_55_P1965836,Crebbp,CREB binding protein,0,0,0,0,0,0
A_51_P124345,Cpne5,copine V,0,0,0,0,0,0
A_55_P2154322,Mras,muscle and microspikes RAS,0,0,0,0,0,0
A_55_P2036764,Prr15l,proline rich 15-like,0,0,0,0,0,0
A_55_P2029650,Glt6d1,glycosyltransferase 6 domain containing 1,0,0,0,0,0,0
A_51_P281246,Cep57,centrosomal protein 57,0,0,0,0,0,0
A_55_P2025870,A730037C10Rik,RIKEN cDNA A730037C10 gene,0,0,0,0,0,0
A_55_P2074085,Gimap8,"GTPase, IMAP family member 8",0,0,0,0,0,0
A_55_P1978642,Wasf1,WASP family 1,0,0,0,0,0,0
A_55_P2151388,Sostdc1,sclerostin domain containing 1,0,0,0,0,0,0
A_55_P2170345,Gm6729,predicted gene 6729,0,0,0,0,0,0
A_55_P1992045,Msi2,Musashi homolog 2 (Drosophila),0,0,0,0,0,0
A_55_P1981884,0610007P08Rik,RIKEN cDNA 0610007P08 gene,0,0,0,0,0,0
A_55_P2026635,Asnsd1,asparagine synthetase domain containing 1,0,0,0,0,0,0
A_51_P211998,Sgms2,sphingomyelin synthase 2,0,0,0,0,0,0
A_55_P1994694,Serinc2,serine incorporator 2,0,0,0,0,0,0
A_55_P2129068,Zbtb44,zinc finger and BTB domain containing 44,0,0,0,0,0,0
A_51_P221248,Tspan32,tetraspanin 32,0,0,0,0,0,0
A_55_P2030269,Dnahc6,"dynein, axonemal, heavy chain 6",0,0,0,0,0,0
A_51_P224575,Gnpat,glyceronephosphate O-acyltransferase,0,0,0,0,0,0
A_55_P2124070,Ttbk1,tau tubulin kinase 1,0,0,0,0,0,0
A_55_P1953919,Me3,"malic enzyme 3, NADP(+)-dependent, mitochondrial",0,0,0,0,0,0
A_55_P2033922,Tsga8,testis specific gene A8,0,0,0,0,0,0
A_51_P423356,Katnal2,katanin p60 subunit A-like 2,0,0,0,0,0,0
A_52_P30312,Ccr9,chemokine (C-C motif) receptor 9,0,0,0,0,0,0
A_51_P252784,1500011H22Rik,RIKEN cDNA 1500011H22 gene,0,0,0,0,0,0
A_55_P1975341,Nasp,nuclear autoantigenic sperm protein (histone-binding),0,0,0,0,0,0
A_52_P82701,Slc9a3,"solute carrier family 9 (sodium/hydrogen exchanger), member 3",0,0,0,0,0,0
A_55_P2152791,Tom1l2,target of myb1-like 2 (chicken),0,0,0,0,0,0
A_55_P2344608,D7Wsu130e,"DNA segment, Chr 7, Wayne State University 130, expressed",0,0,0,0,0,0
A_55_P2176792,Sh3gl3,SH3-domain GRB2-like 3,0,0,0,0,0,0
A_55_P1989369,Tdrd9,tudor domain containing 9,0,0,0,0,0,0
A_55_P2040801,4930449I24Rik,RIKEN cDNA 4930449I24 gene,0,0,0,0,0,0
A_55_P2275590,A630012P03Rik,RIKEN cDNA A630012P03 gene,0,0,0,0,0,0
A_55_P2047163,Tmc5,transmembrane channel-like gene family 5,0,0,0,0,0,0
A_66_P136971,Klk1b21,kallikrein 1-related peptidase b21,0,0,0,0,0,0
A_52_P88738,1700109G14Rik,RIKEN cDNA 1700109G14 gene,0,0,0,0,0,0
A_66_P129672,4930453N24Rik,RIKEN cDNA 4930453N24 gene,0,0,0,0,0,0
A_55_P2036180,Mcf2l,mcf.2 transforming sequence-like,0,0,0,0,0,0
A_55_P1959849,Gm3750,predicted gene 3750,0,0,0,0,0,0
A_52_P292232,Rnf115,ring finger protein 115,0,0,0,0,0,0
A_55_P2035539,D3Ertd751e,"DNA segment, Chr 3, ERATO Doi 751, expressed",0,0,0,0,0,0
A_55_P1972084,Napb,N-ethylmaleimide sensitive fusion protein attachment protein beta,0,0,0,0,0,0
A_55_P1956448,Ttyh1,tweety homolog 1 (Drosophila),0,0,0,0,0,0
A_55_P2076797,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,0,0,0,0,0,0
A_55_P2072233,Zcchc12,"zinc finger, CCHC domain containing 12",0,0,0,0,0,0
A_55_P2101776,Adora1,adenosine A1 receptor,0,0,0,0,0,0
A_51_P250807,Spata2l,spermatogenesis associated 2-like,0,0,0,0,0,0
A_55_P2102065,Gm10639,predicted gene 10639,0,0,0,0,0,0
A_51_P161265,Ccl25,chemokine (C-C motif) ligand 25,0,0,0,0,0,0
A_55_P2062757,Mag,myelin-associated glycoprotein,0,0,0,0,0,0
A_55_P2154809,Morn3,MORN repeat containing 3,0,0,0,0,0,0
A_52_P163924,Trpd52l3,tumor protein D52-like 3,0,0,0,0,0,0
A_52_P243102,Kctd3,potassium channel tetramerisation domain containing 3,0,0,0,0,0,0
A_66_P108380,A330021E22Rik,RIKEN cDNA A330021E22 gene,0,0,0,0,0,0
A_51_P452682,Pou5f2,"POU domain class 5, transcription factor 2",0,0,0,0,0,0
A_52_P319541,Med12l,"mediator of RNA polymerase II transcription, subunit 12 homolog (yeast)-like",0,0,0,0,0,0
A_55_P2106241,4930432K21Rik,RIKEN cDNA 4930432K21 gene,0,0,0,0,0,0
A_55_P2117119,Efhd1,EF hand domain containing 1,0,0,0,0,0,0
A_55_P2014100,Gm7120,predicted gene 7120,0,0,0,0,0,0
A_55_P2076871,Lef1,lymphoid enhancer binding factor 1,0,0,0,0,0,0
A_51_P239214,Boll,"bol, boule-like (Drosophila)",0,0,0,0,0,0
A_52_P641195,1700029J07Rik,RIKEN cDNA 1700029J07 gene,0,0,0,0,0,0
A_51_P308590,Ppif,peptidylprolyl isomerase F (cyclophilin F),0,0,0,0,0,0
A_55_P2011802,Pdk2,"pyruvate dehydrogenase kinase, isoenzyme 2",0,0,0,0,0,0
A_55_P2001660,Lce1i,late cornified envelope 1I,0,0,0,0,0,0
A_52_P1181112,Slc6a16,"solute carrier family 6, member 16",0,0,0,0,0,0
A_51_P300506,Cox6b2,cytochrome c oxidase subunit VIb polypeptide 2,0,0,0,0,0,0
A_55_P2003813,Scn3b,"sodium channel, voltage-gated, type III, beta",0,0,0,0,0,0
A_52_P426682,1700037C18Rik,RIKEN cDNA 1700037C18 gene,0,0,0,0,0,0
A_55_P2099700,Klc4,kinesin light chain 4,0,0,0,0,0,0
A_51_P501583,5330426L24Rik,RIKEN cDNA 5330426L24 gene,0,0,0,0,0,0
A_55_P2002963,Coro1a,"coronin, actin binding protein 1A",0,0,0,0,0,0
A_55_P1966304,Ren1,renin 1 structural,0,0,0,0,0,0
A_55_P2036733,Stk36,"serine/threonine kinase 36 (fused homolog, Drosophila)",0,0,0,0,0,0
A_55_P1992356,Gm5622,predicted gene 5622,0,0,0,0,0,0
A_51_P344249,Apbb1,"amyloid beta (A4) precursor protein-binding, family B, member 1",0,0,0,0,0,0
A_55_P2025740,Adam6a,a disintegrin and metallopeptidase domain 6A,0,0,0,0,0,0
A_52_P354744,Slc2a3,"solute carrier family 2 (facilitated glucose transporter), member 3",0,0,0,0,0,0
A_66_P127411,Acat2,acetyl-Coenzyme A acetyltransferase 2,0,0,0,0,0,0
A_52_P296109,Cstf1,"cleavage stimulation factor, 3' pre-RNA, subunit 1",0,0,0,0,0,0
A_66_P108214,Kalrn,"kalirin, RhoGEF kinase",0,0,0,0,0,0
A_55_P1986552,Mcam,melanoma cell adhesion molecule,0,0,0,0,0,0
A_55_P2061879,Opn4,opsin 4 (melanopsin),0,0,0,0,0,0
A_55_P1952469,1700120K04Rik,RIKEN cDNA 1700120K04 gene,0,0,0,0,0,0
A_51_P157270,3830431G21Rik,RIKEN cDNA 3830431G21 gene,0,0,0,0,0,0
A_66_P109800,Gcsh,glycine cleavage system protein H (aminomethyl carrier),0,0,0,0,0,0
A_55_P2403769,Slc5a12,"solute carrier family 5 (sodium/glucose cotransporter), member 12",0,0,0,0,0,0
A_52_P680761,Tdrd6,tudor domain containing 6,0,0,0,0,0,0
A_55_P1955876,Ifitm7,interferon induced transmembrane protein 7,0,0,0,0,0,0
A_55_P2038867,Mcat,malonyl CoA:ACP acyltransferase (mitochondrial),0,0,0,0,0,0
A_51_P335900,Cox5a,"cytochrome c oxidase, subunit Va",0,0,0,0,0,0
A_52_P54856,Fam100a,"family with sequence similarity 100, member A",0,0,0,0,0,0
A_51_P398878,Uck2,uridine-cytidine kinase 2,0,0,0,0,0,0
A_55_P1995243,Cobl,cordon-bleu,0,0,0,0,0,0
A_55_P2178503,Fam53b,"family with sequence similarity 53, member B",0,0,0,0,0,0
A_55_P2115871,Inpp5j,inositol polyphosphate 5-phosphatase J,0,0,0,0,0,0
A_55_P1988113,Cyth2,cytohesin 2,0,0,0,0,0,0
A_55_P1962354,BC055111,cDNA sequence BC055111,0,0,0,0,0,0
A_52_P22640,Slc26a8,"solute carrier family 26, member 8",0,0,0,0,0,0
A_55_P2148688,Nipal3,NIPA-like domain containing 3,0,0,0,0,0,0
A_55_P2095271,Pkn3,protein kinase N3,0,0,0,0,0,0
A_55_P1974961,Plekhg3,"pleckstrin homology domain containing, family G (with RhoGef domain) member 3",0,0,0,0,0,0
A_52_P312837,Smarcc1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",0,0,0,0,0,0
A_55_P2179271,Ccdc30,coiled-coil domain containing 30,0,0,0,0,0,0
A_55_P2112947,Srp9,signal recognition particle 9,0,0,0,0,0.068830524,0
A_55_P2111825,1700001C02Rik,RIKEN cDNA 1700001C02 gene,0,0,0,0,0,0
A_55_P2029285,Smad1,MAD homolog 1 (Drosophila),0,0,0,0,0,0
A_55_P1963109,Prh1,proline rich protein HaeIII subfamily 1,0,0,0,0,0,0
A_55_P1973874,Gm7991,predicted gene 7991,0,0,0,0,0,0
A_55_P2158653,Cldn7,claudin 7,0,0,0,0,0,0
A_52_P569873,Heatr7b2,XVHEAT repeat family member 7B2,0,0,0,0,0,0
A_51_P500318,Sox5,SRY-box containing gene 5,0,0,0,0,0,0
A_65_P18570,Tardbp,TAR DNA binding protein,0,0,0,0,0,0
A_52_P671625,Trim45,tripartite motif-containing 45,0,0,0,0,0,0
A_55_P2011380,Acvrl1,"activin A receptor, type II-like 1",0,0,0,0,0,0
A_52_P546660,1700029I15Rik,RIKEN cDNA 1700029I15 gene,0,0,0,0,0,0
A_55_P1977245,Slc22a13,"solute carrier family 22 (organic cation transporter), member 13",0,0,0,0,0,0
A_52_P318361,Ces2c,carboxylesterase 2C,0,0,0,0,0,0
A_55_P2170454,Gsta2,"glutathione S-transferase, alpha 2 (Yc2)",0,0,0,0,0,0
A_55_P2286493,4933405E24Rik,RIKEN cDNA 4933405E24 gene,0,0,0,0,0,0
A_55_P2053372,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",0,0,0,0,0,0
A_55_P2004571,Pitpnm2,"phosphatidylinositol transfer protein, membrane-associated 2",0,0,0,0,0,0
A_55_P2051622,Gm8479,thiopurine S-methyltransferase pseudogene,0,0,0,0,0,0
A_55_P1976789,Dgcr6,DiGeorge syndrome critical region gene 6,0,0,0,0,0,0
A_51_P217697,1700019L03Rik,RIKEN cDNA 1700019L03 gene,0,0,0,0,0,0
A_51_P152845,Trim24,tripartite motif-containing 24,0,0,0,0,0,0
A_52_P354682,Elovl7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",0,0,0,0,0,0
